record_key,source_database,year,title,authors,journal_or_venue,doi,record_type,screening_basis,is_relevant,evidence_class,empirical_method,outcome_group,database_method,corrected_by_audit,corrected_by_spot_check
SWRD:96405,SWRD,2015,Childhood Abuse and Postpartum Psychosis: Is There a Link?,Kennedy S.C.; Tripodi S.J.,Social Work,10.1177/0886109914544719,journal-article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,Quantitative,False,False
SWRD:40784,SWRD,2015,Developing a Brief Suicide Prevention Intervention and Mobile Phone Application: A Qualitative Report,"Kennard, Beth; Biernesser, Candice; Wolfe, Kristin; Foxwell, Aleksandra; Lee, Simon; Rial, Katie; Patel, Sarita; Cheng, Carol; Goldstein, Tina; McMakin, Dana; Blastos, Beatriz; Douaihy, Antoine; Zelazny, Jamie; Brent, David",Journal of Technology in Human Services,10.1080/15228835.2015.1106384,journal-article,title_and_abstract,True,Empirical,Qualitative,Qualitative,Qualitative,False,False
SWRD:39275,SWRD,2015,"Exposure to Community Violence, Suicidality, and Psychological Distress Among African American and Latino Youths: Findings From the CDC Youth Violence Survey","Bennett, M. Daniel, Jr.; Joe, Sean",Journal of Human Behavior in the Social Environment,10.1080/10911359.2014.922795,Article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:40818,SWRD,2015,Health and Psychosocial Service Use among Suicides without Psychiatric Illness,"Law, Yik Wa; Wong, Paul W. C.; Yip, Paul S. F.",Social Work,10.1093/sw/swu054,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:88727,SWRD,2015,Integrating a Suicide Prevention Program into a School Mental Health System: A Case Example from a Rural School District,"Schmidt, Robert C.; Iachini, Aidyn L.; George, Melissa; Koller, James; Weist, Mark",Children & Schools,10.1093/cs/cdu026,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:89044,SWRD,2015,Micro- and Macrosystem Predictors of High School Male Suicidal Behaviors,"Beck-Cross, Cathy; Cooper, Robyn",Children & Schools,10.1093/cs/cdv028,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:39284,SWRD,2015,No One Theory of Suicide: The Experience of a Cancer Patient Who Killed Himself,"Mitchell, Elizabeth A.; Praetorius, Regina T.",Journal of Human Behavior in the Social Environment,10.1080/10911359.2015.1031311,Article,title_and_abstract,True,Empirical,Qualitative,Qualitative,Qualitative,False,False
SWRD:93983,SWRD,2015,Peer Victimization and Adolescent Suicide: The Mediating Effect of Risk Behaviors,"Moon, Sung Seek; Karlson, Alexis; Kim, Yi Jin",Child & Adolescent Social Work Journal,10.1007/s10560-014-0365-1,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:39558,SWRD,2015,"Risk, Hope and Recovery: Converging Paradigms for Mental Health Approaches with Suicidal Clients","Heller, Nina Rovinelli",British Journal of Social Work,10.1093/bjsw/bcu007,Article,title_and_abstract,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:40337,SWRD,2015,Science from Evaluation: Testing Hypotheses about Differential Effects of Three Youth-Focused Suicide Prevention Trainings,"Coleman, Daniel; Del Quest, Aisling",Social Work in Public Health,10.1080/19371918.2014.938397,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:39741,SWRD,2015,Structural and Cultural Factors in Suicide Prevention: The Contrast between Mainstream and Inuit Approaches to Understanding and Preventing Suicide,"Morris, Marika; Crooks, Claire",Journal of Social Work Practice,10.1080/02650533.2015.1050655,Article,title_and_abstract,True,Empirical,Qualitative,Qualitative,,False,False
SWRD:94392,SWRD,2015,Suicide and Related-Behavior Among Youth Involved in the Juvenile Justice System,"Scott, Michelle; Underwood, Maureen; Lamis, Dorian A.",Child & Adolescent Social Work Journal,10.1007/s10560-015-0390-8,journal-article,title_and_abstract,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:41057,SWRD,2015,Suicide Attempts and Social Worker Contact: Secondary Analysis of a General Population Study,"Slater, Thomas; Scourfield, Jonathan; Greenland, Katy",British Journal of Social Work,10.1093/bjsw/bct112,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:39657,SWRD,2015,"Suicide Risk, Stress Sensitivity, and Self-Esteem among Young Adults Reporting Auditory Hallucinations","DeVylder, Jordan E.; Hilimire, Matthew R.",Health & Social Work,10.1093/hsw/hlv037,Article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:40443,SWRD,2015,"Teaching Note-Understanding of Suicide Prevention, Intervention, and Postvention: Curriculum for MSW Students","Scott, Michelle",Journal of Social Work Education,10.1080/10437797.2015.979095,journal-article,title_and_abstract,True,Empirical,Qualitative,Qualitative,,False,False
SWRD:40100,SWRD,2015,The utilisation of the bridging technique during therapy to overcome contact-making barriers in adolescents,"Louw, Christene; Grobler, Herman",Journal of Social Work Practice,10.1080/02650533.2014.930818,journal-article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,Mixed-Methods,False,False
SWRD:39941,SWRD,2015,Unequal Treatment of Transgender Individuals in Domestic Violence and Rape Crisis Programs,"Seelman, Kristie L.",Journal of Social Service Research,10.1080/01488376.2014.987943,Article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,Quantitative,False,False
SSWR:2016-U-0024,SSWR,2016,A Comparison of Physical and Mental Health Disparities By Race/Ethnicity and Income Among Transgender Adults: Analysis of a Statewide Survey,Kristie L. Seelman,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2016-U-0500,SSWR,2016,A Latent Class Analysis Study of Polyinhalant Use Among Incarcerated Youth,Susan M. Snyder; Matthew Owen Howard,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2016-U-0135,SSWR,2016,"A Path Model of Relationships Between Bullying Victimization and Suicidal Thinking, Suicide Planning, and Suicide Attempts in Adolescents",Karen Reed; William R. Nugent; Lyle Cooper,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2016-U-0731,SSWR,2016,A Pilot Test on Computer Communication Training for Reducing Loneliness in Older Adults,Jaclyn M. Williams,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2016-P-0385,SSWR,2016,A Qualitative Examination of Veterans' Lived Experience with Post-Military Community Reintegration,Eric R. Hardiman; Samantha S. Fletcher,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,qualitative,False,False
SSWR:2016-U-0726,SSWR,2016,"Acculturation Gap, Family Conflict and Self-Esteem Among Korean American Adolescents",Yeddi Park,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2016-U-0066,SSWR,2016,An Exploration of the Pre- and Post-Migration Experiences of LGBT Refugees and Asylees,Edward J. Alessi; Sarilee Kahn; Sangeeta Chatterji,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Qualitative,Qualitative,qualitative,False,False
SSWR:2016-P-0129,SSWR,2016,Body Disapproval and Eating Disordered Behavior in Male Youth Adjudicated for Sexual Versus Non-Sexual Crimes,Wen (Vivien) Li; Jennifer O'Brien; David L. Burton,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2016-P-0539,SSWR,2016,Building Evidence for Prevention of Intimate Partner Violence (IPV) in Ukraine: Importance of Coping and Communication,Viktor Burlaka; Ferdinando Palumbo; Sandra Graham-Bermann,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2016-U-0644,SSWR,2016,"Bullying, and Suicide Attempt Among Lesbian, Gay, and Bisexual NYC Public High School Students",Stephanie Peña; Lissette Vasquez; Tiyanna McFarlane; Juan Peña,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2016-P-0131,SSWR,2016,Cherokee Adult Daughters of Abused Women: Childhood Adversity and Adult Well-Being,Kim Anderson; Eun-Jun Bang,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2016-U-0515,SSWR,2016,China Migrant Worker Wellness Project: A Community-Based Participatory Research in Practice,Julian C. C. Chow; Linda Neuhauser; Winston Tseng; Eve Lee; Xiaoming Sun,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,mixed_methods,False,False
SSWR:2016-U-0339,SSWR,2016,Content Analysis of Military and Civilian Suicide Coverage By AP Wire Service,Donna L. Schuman; Regina T. Praetorius,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2016-U-0253,SSWR,2016,"Depression, Addictive Behaviors, and Suicidal Ideation Among Korean College Students: Examining the Moderating Roles of Alcohol Use and Gambling","Soo Mi Jang; Seunghye Hong, PhD",SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2016-U-0524,SSWR,2016,"Depression, Positive Symptoms of Psychosis, and Suicidal Ideation Among Adults Diagnosed with Schizophrenia: A Secondary Analysis of Data from the Clinical Antipsychotic Trials of Intervention Effectiveness (CATIE) Using Structural Equation Modeling","Lindsay A. Bornheimer; James J. Jaccard, PhD",SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2016-U-0709,SSWR,2016,Envisioning Health: Outcome Findings from a Visual Intervention Trial Targeting Implicit Attitudes and Empathy of Healthcare Providers Toward Latino Adolescents,Mimi V. Chapman; William J. Hall,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2016-P-0158,SSWR,2016,Exploring Attitudes Toward Suicide in Adults Bereaved By Suicide and Suicide Attempt Survivors,Athena Kheibari; Rebecca Sanford; Julie Cerel; Laura Frey,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2016-U-0582,SSWR,2016,Factors Associated with Post-Traumatic Stress Disorder Among Homeless Youths,Yeonwoo Kim; Sanna Thompson; Kimberly A. Bender; Kristin M. Ferguson; Stephanie Begun,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2016-P-0275,SSWR,2016,Factors Related to the Transition from Suicide Ideation to Suicidal Behavior,Jordan E. DeVylder; Meshan Lehmann; Matthew Hilimire,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2016-U-0227,SSWR,2016,Family Support and Mental Health Service Use Among Suicidal Adolescents,Mary LeCloux; Peter Maramaldi; Kristie A. Thomas; Elizabeth A. Wharff,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2016-U-0728,SSWR,2016,Fidelity of Implementation of a State Anti-Bullying Policy: Equal Protection for All?,William J. Hall; Mimi V. Chapman,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2016-P-0384,SSWR,2016,Firearm Suicides Among Older Males: Means Restriction and the Role of Healthcare Providers,Carol A. Leung; Mark S. Kaplan,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,mixed_methods,False,False
SSWR:2016-U-0304,SSWR,2016,Former Foster Youth Typology of Risk: A Latent Class Analysis of Risk Factors Prior to Homelessness,Amanda Yoshioka-Maxwell; Eric Rice,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2016-U-0447,SSWR,2016,Gender Differences in the Pathways from Sexual Abuse to Risky Sexual Behavior in Homeless Youth,Taylor Harris; Hailey Winetrobe; Harmony Rhoades; Eric Rice,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,True
SSWR:2016-U-0598,SSWR,2016,Global Comparison of Predictors of Suicide Ideation in Youth,"Shelly Ben-David; Michelle R. Munson; James J. Jaccard, PhD",SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2016-U-0223,SSWR,2016,"Health Care Resources, Family Supports, and Long-Term Mental Health Outcomes for Suicidal Adolescents",Mary LeCloux; Peter Maramaldi; Kristie A. Thomas; Elizabeth A. Wharff,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2016-U-0666,SSWR,2016,Healthcare Avoidance and Mental Health Problems Among Transgender Veterans: The Role of Minority Stressors,Ryan M. Kull,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2016-X-0027,SSWR,2016,How Are Mothers Impacted By Their Adolescent's Suicide Attempt?: �It about Trust�,Bridget E. Weller; Otima Doyle; David Goldston,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Qualitative,Qualitative,qualitative,False,False
SSWR:2016-U-0005,SSWR,2016,Impact of Applied Suicide Intervention Skills Training in Army Reserve Units,Alexa Smith-Osborne; Arati Maleku,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2016-P-0317,SSWR,2016,"Implementation of an Evidence-Based Practice in a Community Agency: Dissemination, Evaluation, and Lessons Learned",Amber M. Holbrook; Susan R. Hunt,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,mixed_methods,False,False
SSWR:2016-P-0372,SSWR,2016,"Intersections, Spirituality,Community Connectedness and Happiness in LGBT Communities of Color",Angela Bellas,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2016-P-0609,SSWR,2016,"Investigating the Relationship Between Self-Esteem, Stereotype Awareness, and Suicide Attempts",Meshan Lehmann; Matthew Hilimire; Jordan E. DeVylder,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2016-U-0440,SSWR,2016,Lessons Learned from Implementation of Suicide Risk Screening in Pediatric Primary Care Populations,Laika Aguinaldo,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Qualitative,Qualitative,other,False,False
SSWR:2016-U-0555,SSWR,2016,Looking Back and Forward: Identifying Foster Care Placement History Classes and Assessing Later Mental Health,"Nathanael Okpych, PhD; Mark E. Courtney",SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2016-U-0702,SSWR,2016,Marijuana Use and Auditory Hallucinations Among Incarcerated Youth,Susan M. Snyder; Matthew Owen Howard,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2016-U-0566,SSWR,2016,Mental Health Among Chinese Elders,Duy Nguyen; Huajuan Chen; Ada Mui,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2016-P-0043,SSWR,2016,Mental Health Treatment Use and Perceived Treatment Need Among Suicide Planners and Attempters in the United States: Between and within Group Differences,Namkee G. Choi; Diana M. DiNitto; C. Nathan Marti,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
